ID,Cost,Energy,Capacity,Safety,Choice,Treated,Option 
246,350000,0.6,500,80,0,1,1
246,450000,0.8,600,90,1,1,2
246,,,,,0,1,3
246,500000,0.5,400,90,0,1,1
246,450000,0.8,600,80,1,1,2
246,,,,,0,1,3
246,500000,0.6,600,80,1,1,1
246,400000,0.4,400,70,0,1,2
246,,,,,0,1,3
246,400000,0.8,600,80,1,1,1
246,450000,0.7,500,70,0,1,2
246,,,,,0,1,3
246,400000,0.6,700,70,0,1,1
246,350000,0.5,600,80,1,1,2
246,,,,,0,1,3
246,350000,0.4,600,70,1,1,1
246,400000,0.5,400,80,0,1,2
246,,,,,0,1,3
246,450000,0.6,700,70,0,1,1
246,400000,0.8,600,90,1,1,2
246,,,,,0,1,3
247,450000,0.6,400,80,0,1,1
247,500000,0.5,500,70,1,1,2
247,,,,,0,1,3
247,350000,0.6,500,80,1,1,1
247,450000,0.8,600,90,0,1,2
247,,,,,0,1,3
247,500000,0.5,400,90,1,1,1
247,450000,0.8,600,80,0,1,2
247,,,,,0,1,3
247,500000,0.6,600,80,0,1,1
247,400000,0.4,400,70,1,1,2
247,,,,,0,1,3
247,400000,0.8,600,80,0,1,1
247,450000,0.7,500,70,1,1,2
247,,,,,0,1,3
247,400000,0.6,700,70,0,1,1
247,350000,0.5,600,80,1,1,2
247,,,,,0,1,3
247,350000,0.4,600,70,1,1,1
247,400000,0.5,400,80,0,1,2
247,,,,,0,1,3
247,450000,0.6,700,70,1,1,1
247,400000,0.8,600,90,0,1,2
247,,,,,0,1,3
248,450000,0.6,400,80,0,1,1
248,500000,0.5,500,70,0,1,2
248,,,,,1,1,3
248,350000,0.6,500,80,0,1,1
248,450000,0.8,600,90,0,1,2
248,,,,,1,1,3
248,500000,0.5,400,90,0,1,1
248,450000,0.8,600,80,0,1,2
248,,,,,1,1,3
248,500000,0.6,600,80,0,1,1
248,400000,0.4,400,70,0,1,2
248,,,,,1,1,3
248,400000,0.8,600,80,0,1,1
248,450000,0.7,500,70,0,1,2
248,,,,,1,1,3
248,400000,0.6,700,70,0,1,1
248,350000,0.5,600,80,0,1,2
248,,,,,1,1,3
248,350000,0.4,600,70,0,1,1
248,400000,0.5,400,80,0,1,2
248,,,,,1,1,3
248,450000,0.6,700,70,0,1,1
248,400000,0.8,600,90,0,1,2
248,,,,,1,1,3
249,450000,0.6,400,80,1,1,1
249,500000,0.5,500,70,0,1,2
249,,,,,0,1,3
249,350000,0.6,500,80,1,1,1
249,450000,0.8,600,90,0,1,2
249,,,,,0,1,3
249,500000,0.5,400,90,1,1,1
249,450000,0.8,600,80,0,1,2
249,,,,,0,1,3
249,500000,0.6,600,80,0,1,1
249,400000,0.4,400,70,1,1,2
249,,,,,0,1,3
249,400000,0.8,600,80,1,1,1
249,450000,0.7,500,70,0,1,2
249,,,,,0,1,3
249,400000,0.6,700,70,1,1,1
249,350000,0.5,600,80,0,1,2
249,,,,,0,1,3
249,350000,0.4,600,70,1,1,1
249,400000,0.5,400,80,0,1,2
249,,,,,0,1,3
249,450000,0.6,700,70,1,1,1
249,400000,0.8,600,90,0,1,2
249,,,,,0,1,3
250,450000,0.6,400,80,0,1,1
250,500000,0.5,500,70,1,1,2
250,,,,,0,1,3
250,350000,0.6,500,80,1,1,1
250,450000,0.8,600,90,0,1,2
250,,,,,0,1,3
250,500000,0.5,400,90,1,1,1
250,450000,0.8,600,80,0,1,2
250,,,,,0,1,3
250,500000,0.6,600,80,0,1,1
250,400000,0.4,400,70,1,1,2
250,,,,,0,1,3
250,400000,0.8,600,80,0,1,1
250,450000,0.7,500,70,1,1,2
250,,,,,0,1,3
250,400000,0.6,700,70,0,1,1
250,350000,0.5,600,80,1,1,2
250,,,,,0,1,3
250,350000,0.4,600,70,1,1,1
250,400000,0.5,400,80,0,1,2
250,,,,,0,1,3
250,450000,0.6,700,70,1,1,1
250,400000,0.8,600,90,0,1,2
250,,,,,0,1,3
251,450000,0.6,400,80,0,1,1
251,500000,0.5,500,70,0,1,2
251,,,,,1,1,3
251,350000,0.6,500,80,0,1,1
251,450000,0.8,600,90,0,1,2
251,,,,,1,1,3
251,500000,0.5,400,90,1,1,1
251,450000,0.8,600,80,0,1,2
251,,,,,0,1,3
251,500000,0.6,600,80,0,1,1
251,400000,0.4,400,70,0,1,2
251,,,,,1,1,3
251,400000,0.8,600,80,1,1,1
251,450000,0.7,500,70,0,1,2
251,,,,,0,1,3
251,400000,0.6,700,70,0,1,1
251,350000,0.5,600,80,1,1,2
251,,,,,0,1,3
251,350000,0.4,600,70,0,1,1
251,400000,0.5,400,80,1,1,2
251,,,,,0,1,3
251,450000,0.6,700,70,0,1,1
251,400000,0.8,600,90,1,1,2
251,,,,,0,1,3
252,450000,0.6,400,80,1,1,1
252,500000,0.5,500,70,0,1,2
252,,,,,0,1,3
252,350000,0.6,500,80,1,1,1
252,450000,0.8,600,90,0,1,2
252,,,,,0,1,3
252,500000,0.5,400,90,1,1,1
252,450000,0.8,600,80,0,1,2
252,,,,,0,1,3
252,500000,0.6,600,80,0,1,1
252,400000,0.4,400,70,1,1,2
252,,,,,0,1,3
252,400000,0.8,600,80,1,1,1
252,450000,0.7,500,70,0,1,2
252,,,,,0,1,3
252,400000,0.6,700,70,0,1,1
252,350000,0.5,600,80,1,1,2
252,,,,,0,1,3
252,350000,0.4,600,70,1,1,1
252,400000,0.5,400,80,0,1,2
252,,,,,0,1,3
252,450000,0.6,700,70,0,1,1
252,400000,0.8,600,90,1,1,2
252,,,,,0,1,3
253,450000,0.6,400,80,1,1,1
253,500000,0.5,500,70,0,1,2
253,,,,,0,1,3
253,350000,0.6,500,80,1,1,1
253,450000,0.8,600,90,0,1,2
253,,,,,0,1,3
253,500000,0.5,400,90,0,1,1
253,450000,0.8,600,80,1,1,2
253,,,,,0,1,3
253,500000,0.6,600,80,0,1,1
253,400000,0.4,400,70,1,1,2
253,,,,,0,1,3
253,400000,0.8,600,80,1,1,1
253,450000,0.7,500,70,0,1,2
253,,,,,0,1,3
253,400000,0.6,700,70,0,1,1
253,350000,0.5,600,80,1,1,2
253,,,,,0,1,3
253,350000,0.4,600,70,1,1,1
253,400000,0.5,400,80,0,1,2
253,,,,,0,1,3
253,450000,0.6,700,70,0,1,1
253,400000,0.8,600,90,0,1,2
253,,,,,1,1,3
254,450000,0.6,400,80,0,1,1
254,500000,0.5,500,70,1,1,2
254,,,,,0,1,3
254,350000,0.6,500,80,1,1,1
254,450000,0.8,600,90,0,1,2
254,,,,,0,1,3
254,500000,0.5,400,90,1,1,1
254,450000,0.8,600,80,0,1,2
254,,,,,0,1,3
254,500000,0.6,600,80,0,1,1
254,400000,0.4,400,70,1,1,2
254,,,,,0,1,3
254,400000,0.8,600,80,0,1,1
254,450000,0.7,500,70,1,1,2
254,,,,,0,1,3
254,400000,0.6,700,70,0,1,1
254,350000,0.5,600,80,1,1,2
254,,,,,0,1,3
254,350000,0.4,600,70,1,1,1
254,400000,0.5,400,80,0,1,2
254,,,,,0,1,3
254,450000,0.6,700,70,1,1,1
254,400000,0.8,600,90,0,1,2
254,,,,,0,1,3
255,450000,0.6,400,80,0,1,1
255,500000,0.5,500,70,1,1,2
255,,,,,0,1,3
255,350000,0.6,500,80,1,1,1
255,450000,0.8,600,90,0,1,2
255,,,,,0,1,3
255,500000,0.5,400,90,1,1,1
255,450000,0.8,600,80,0,1,2
255,,,,,0,1,3
255,500000,0.6,600,80,0,1,1
255,400000,0.4,400,70,1,1,2
255,,,,,0,1,3
255,400000,0.8,600,80,0,1,1
255,450000,0.7,500,70,1,1,2
255,,,,,0,1,3
255,400000,0.6,700,70,0,1,1
255,350000,0.5,600,80,1,1,2
255,,,,,0,1,3
255,350000,0.4,600,70,1,1,1
255,400000,0.5,400,80,0,1,2
255,,,,,0,1,3
255,450000,0.6,700,70,0,1,1
255,400000,0.8,600,90,0,1,2
255,,,,,1,1,3
256,450000,0.6,400,80,1,1,1
256,500000,0.5,500,70,0,1,2
256,,,,,0,1,3
256,350000,0.6,500,80,0,1,1
256,450000,0.8,600,90,1,1,2
256,,,,,0,1,3
256,500000,0.5,400,90,1,1,1
256,450000,0.8,600,80,0,1,2
256,,,,,0,1,3
256,500000,0.6,600,80,0,1,1
256,400000,0.4,400,70,1,1,2
256,,,,,0,1,3
256,400000,0.8,600,80,1,1,1
256,450000,0.7,500,70,0,1,2
256,,,,,0,1,3
256,400000,0.6,700,70,0,1,1
256,350000,0.5,600,80,1,1,2
256,,,,,0,1,3
256,350000,0.4,600,70,1,1,1
256,400000,0.5,400,80,0,1,2
256,,,,,0,1,3
256,450000,0.6,700,70,0,1,1
256,400000,0.8,600,90,1,1,2
256,,,,,0,1,3
257,450000,0.6,400,80,1,1,1
257,500000,0.5,500,70,0,1,2
257,,,,,0,1,3
257,350000,0.6,500,80,0,1,1
257,450000,0.8,600,90,1,1,2
257,,,,,0,1,3
257,500000,0.5,400,90,1,1,1
257,450000,0.8,600,80,0,1,2
257,,,,,0,1,3
257,500000,0.6,600,80,1,1,1
257,400000,0.4,400,70,0,1,2
257,,,,,0,1,3
257,400000,0.8,600,80,0,1,1
257,450000,0.7,500,70,1,1,2
257,,,,,0,1,3
257,400000,0.6,700,70,0,1,1
257,350000,0.5,600,80,1,1,2
257,,,,,0,1,3
257,350000,0.4,600,70,0,1,1
257,400000,0.5,400,80,1,1,2
257,,,,,0,1,3
257,450000,0.6,700,70,0,1,1
257,400000,0.8,600,90,1,1,2
257,,,,,0,1,3
258,450000,0.6,400,80,0,1,1
258,500000,0.5,500,70,0,1,2
258,,,,,1,1,3
258,350000,0.6,500,80,0,1,1
258,450000,0.8,600,90,1,1,2
258,,,,,0,1,3
258,500000,0.5,400,90,1,1,1
258,450000,0.8,600,80,0,1,2
258,,,,,0,1,3
258,500000,0.6,600,80,1,1,1
258,400000,0.4,400,70,0,1,2
258,,,,,0,1,3
258,400000,0.8,600,80,0,1,1
258,450000,0.7,500,70,1,1,2
258,,,,,0,1,3
258,400000,0.6,700,70,0,1,1
258,350000,0.5,600,80,1,1,2
258,,,,,0,1,3
258,350000,0.4,600,70,0,1,1
258,400000,0.5,400,80,1,1,2
258,,,,,0,1,3
258,450000,0.6,700,70,1,1,1
258,400000,0.8,600,90,0,1,2
258,,,,,0,1,3
259,450000,0.6,400,80,0,1,1
259,500000,0.5,500,70,0,1,2
259,,,,,1,1,3
259,350000,0.6,500,80,0,1,1
259,450000,0.8,600,90,1,1,2
259,,,,,0,1,3
259,500000,0.5,400,90,0,1,1
259,450000,0.8,600,80,0,1,2
259,,,,,1,1,3
259,500000,0.6,600,80,0,1,1
259,400000,0.4,400,70,1,1,2
259,,,,,0,1,3
259,400000,0.8,600,80,0,1,1
259,450000,0.7,500,70,1,1,2
259,,,,,0,1,3
259,400000,0.6,700,70,0,1,1
259,350000,0.5,600,80,0,1,2
259,,,,,1,1,3
259,350000,0.4,600,70,0,1,1
259,400000,0.5,400,80,1,1,2
259,,,,,0,1,3
259,450000,0.6,700,70,0,1,1
259,400000,0.8,600,90,0,1,2
259,,,,,1,1,3
260,450000,0.6,400,80,0,1,1
260,500000,0.5,500,70,1,1,2
260,,,,,0,1,3
260,350000,0.6,500,80,1,1,1
260,450000,0.8,600,90,0,1,2
260,,,,,0,1,3
260,500000,0.5,400,90,1,1,1
260,450000,0.8,600,80,0,1,2
260,,,,,0,1,3
260,500000,0.6,600,80,0,1,1
260,400000,0.4,400,70,1,1,2
260,,,,,0,1,3
260,400000,0.8,600,80,0,1,1
260,450000,0.7,500,70,1,1,2
260,,,,,0,1,3
260,400000,0.6,700,70,0,1,1
260,350000,0.5,600,80,1,1,2
260,,,,,0,1,3
260,350000,0.4,600,70,1,1,1
260,400000,0.5,400,80,0,1,2
260,,,,,0,1,3
260,450000,0.6,700,70,1,1,1
260,400000,0.8,600,90,0,1,2
260,,,,,0,1,3
261,450000,0.6,400,80,0,1,1
261,500000,0.5,500,70,1,1,2
261,,,,,0,1,3
261,350000,0.6,500,80,1,1,1
261,450000,0.8,600,90,0,1,2
261,,,,,0,1,3
261,500000,0.5,400,90,1,1,1
261,450000,0.8,600,80,0,1,2
261,,,,,0,1,3
261,500000,0.6,600,80,0,1,1
261,400000,0.4,400,70,1,1,2
261,,,,,0,1,3
261,400000,0.8,600,80,0,1,1
261,450000,0.7,500,70,1,1,2
261,,,,,0,1,3
261,400000,0.6,700,70,0,1,1
261,350000,0.5,600,80,1,1,2
261,,,,,0,1,3
261,350000,0.4,600,70,1,1,1
261,400000,0.5,400,80,0,1,2
261,,,,,0,1,3
261,450000,0.6,700,70,1,1,1
261,400000,0.8,600,90,0,1,2
261,,,,,0,1,3
262,450000,0.6,400,80,0,1,1
262,500000,0.5,500,70,1,1,2
262,,,,,0,1,3
262,350000,0.6,500,80,1,1,1
262,450000,0.8,600,90,0,1,2
262,,,,,0,1,3
262,500000,0.5,400,90,0,1,1
262,450000,0.8,600,80,1,1,2
262,,,,,0,1,3
262,500000,0.6,600,80,1,1,1
262,400000,0.4,400,70,0,1,2
262,,,,,0,1,3
262,400000,0.8,600,80,1,1,1
262,450000,0.7,500,70,0,1,2
262,,,,,0,1,3
262,400000,0.6,700,70,0,1,1
262,350000,0.5,600,80,1,1,2
262,,,,,0,1,3
262,350000,0.4,600,70,1,1,1
262,400000,0.5,400,80,0,1,2
262,,,,,0,1,3
262,450000,0.6,700,70,1,1,1
262,400000,0.8,600,90,0,1,2
262,,,,,0,1,3
263,450000,0.6,400,80,1,1,1
263,500000,0.5,500,70,0,1,2
263,,,,,0,1,3
263,350000,0.6,500,80,1,1,1
263,450000,0.8,600,90,0,1,2
263,,,,,0,1,3
263,500000,0.5,400,90,0,1,1
263,450000,0.8,600,80,1,1,2
263,,,,,0,1,3
263,500000,0.6,600,80,0,1,1
263,400000,0.4,400,70,1,1,2
263,,,,,0,1,3
263,400000,0.8,600,80,1,1,1
263,450000,0.7,500,70,0,1,2
263,,,,,0,1,3
263,400000,0.6,700,70,0,1,1
263,350000,0.5,600,80,1,1,2
263,,,,,0,1,3
263,350000,0.4,600,70,1,1,1
263,400000,0.5,400,80,0,1,2
263,,,,,0,1,3
263,450000,0.6,700,70,0,1,1
263,400000,0.8,600,90,1,1,2
263,,,,,0,1,3
264,450000,0.6,400,80,0,1,1
264,500000,0.5,500,70,1,1,2
264,,,,,0,1,3
264,350000,0.6,500,80,1,1,1
264,450000,0.8,600,90,0,1,2
264,,,,,0,1,3
264,500000,0.5,400,90,1,1,1
264,450000,0.8,600,80,0,1,2
264,,,,,0,1,3
264,500000,0.6,600,80,0,1,1
264,400000,0.4,400,70,1,1,2
264,,,,,0,1,3
264,400000,0.8,600,80,1,1,1
264,450000,0.7,500,70,0,1,2
264,,,,,0,1,3
264,400000,0.6,700,70,0,1,1
264,350000,0.5,600,80,1,1,2
264,,,,,0,1,3
264,350000,0.4,600,70,1,1,1
264,400000,0.5,400,80,0,1,2
264,,,,,0,1,3
264,450000,0.6,700,70,1,1,1
264,400000,0.8,600,90,0,1,2
264,,,,,0,1,3
265,450000,0.6,400,80,1,1,1
265,500000,0.5,500,70,0,1,2
265,,,,,0,1,3
265,350000,0.6,500,80,1,1,1
265,450000,0.8,600,90,0,1,2
265,,,,,0,1,3
265,500000,0.5,400,90,1,1,1
265,450000,0.8,600,80,0,1,2
265,,,,,0,1,3
265,500000,0.6,600,80,0,1,1
265,400000,0.4,400,70,1,1,2
265,,,,,0,1,3
265,400000,0.8,600,80,0,1,1
265,450000,0.7,500,70,1,1,2
265,,,,,0,1,3
265,400000,0.6,700,70,0,1,1
265,350000,0.5,600,80,1,1,2
265,,,,,0,1,3
265,350000,0.4,600,70,1,1,1
265,400000,0.5,400,80,0,1,2
265,,,,,0,1,3
265,450000,0.6,700,70,0,1,1
265,400000,0.8,600,90,1,1,2
265,,,,,0,1,3
266,450000,0.6,400,80,1,1,1
266,500000,0.5,500,70,0,1,2
266,,,,,0,1,3
266,350000,0.6,500,80,1,1,1
266,450000,0.8,600,90,0,1,2
266,,,,,0,1,3
266,500000,0.5,400,90,0,1,1
266,450000,0.8,600,80,0,1,2
266,,,,,1,1,3
266,500000,0.6,600,80,0,1,1
266,400000,0.4,400,70,1,1,2
266,,,,,0,1,3
266,400000,0.8,600,80,1,1,1
266,450000,0.7,500,70,0,1,2
266,,,,,0,1,3
266,400000,0.6,700,70,0,1,1
266,350000,0.5,600,80,1,1,2
266,,,,,0,1,3
266,350000,0.4,600,70,1,1,1
266,400000,0.5,400,80,0,1,2
266,,,,,0,1,3
266,450000,0.6,700,70,0,1,1
266,400000,0.8,600,90,1,1,2
266,,,,,0,1,3
267,450000,0.6,400,80,0,1,1
267,500000,0.5,500,70,1,1,2
267,,,,,0,1,3
267,350000,0.6,500,80,1,1,1
267,450000,0.8,600,90,0,1,2
267,,,,,0,1,3
267,500000,0.5,400,90,1,1,1
267,450000,0.8,600,80,0,1,2
267,,,,,0,1,3
267,500000,0.6,600,80,0,1,1
267,400000,0.4,400,70,1,1,2
267,,,,,0,1,3
267,400000,0.8,600,80,0,1,1
267,450000,0.7,500,70,1,1,2
267,,,,,0,1,3
267,400000,0.6,700,70,0,1,1
267,350000,0.5,600,80,1,1,2
267,,,,,0,1,3
267,350000,0.4,600,70,1,1,1
267,400000,0.5,400,80,0,1,2
267,,,,,0,1,3
267,450000,0.6,700,70,1,1,1
267,400000,0.8,600,90,0,1,2
267,,,,,0,1,3
268,450000,0.6,400,80,1,1,1
268,500000,0.5,500,70,0,1,2
268,,,,,0,1,3
268,350000,0.6,500,80,1,1,1
268,450000,0.8,600,90,0,1,2
268,,,,,0,1,3
268,500000,0.5,400,90,1,1,1
268,450000,0.8,600,80,0,1,2
268,,,,,0,1,3
268,500000,0.6,600,80,0,1,1
268,400000,0.4,400,70,1,1,2
268,,,,,0,1,3
268,400000,0.8,600,80,1,1,1
268,450000,0.7,500,70,0,1,2
268,,,,,0,1,3
268,400000,0.6,700,70,0,1,1
268,350000,0.5,600,80,1,1,2
268,,,,,0,1,3
268,350000,0.4,600,70,1,1,1
268,400000,0.5,400,80,0,1,2
268,,,,,0,1,3
268,450000,0.6,700,70,1,1,1
268,400000,0.8,600,90,0,1,2
268,,,,,0,1,3
269,450000,0.6,400,80,0,1,1
269,500000,0.5,500,70,1,1,2
269,,,,,0,1,3
269,350000,0.6,500,80,1,1,1
269,450000,0.8,600,90,0,1,2
269,,,,,0,1,3
269,500000,0.5,400,90,1,1,1
269,450000,0.8,600,80,0,1,2
269,,,,,0,1,3
269,500000,0.6,600,80,0,1,1
269,400000,0.4,400,70,1,1,2
269,,,,,0,1,3
269,400000,0.8,600,80,0,1,1
269,450000,0.7,500,70,1,1,2
269,,,,,0,1,3
269,400000,0.6,700,70,0,1,1
269,350000,0.5,600,80,1,1,2
269,,,,,0,1,3
269,350000,0.4,600,70,1,1,1
269,400000,0.5,400,80,0,1,2
269,,,,,0,1,3
269,450000,0.6,700,70,1,1,1
269,400000,0.8,600,90,0,1,2
269,,,,,0,1,3
270,450000,0.6,400,80,0,1,1
270,500000,0.5,500,70,1,1,2
270,,,,,0,1,3
270,350000,0.6,500,80,1,1,1
270,450000,0.8,600,90,0,1,2
270,,,,,0,1,3
270,500000,0.5,400,90,1,1,1
270,450000,0.8,600,80,0,1,2
270,,,,,0,1,3
270,500000,0.6,600,80,0,1,1
270,400000,0.4,400,70,1,1,2
270,,,,,0,1,3
270,400000,0.8,600,80,0,1,1
270,450000,0.7,500,70,1,1,2
270,,,,,0,1,3
270,400000,0.6,700,70,0,1,1
270,350000,0.5,600,80,1,1,2
270,,,,,0,1,3
270,350000,0.4,600,70,1,1,1
270,400000,0.5,400,80,0,1,2
270,,,,,0,1,3
270,450000,0.6,700,70,1,1,1
270,400000,0.8,600,90,0,1,2
270,,,,,0,1,3
271,450000,0.6,400,80,0,1,1
271,500000,0.5,500,70,1,1,2
271,,,,,0,1,3
271,350000,0.6,500,80,0,1,1
271,450000,0.8,600,90,1,1,2
271,,,,,0,1,3
271,500000,0.5,400,90,0,1,1
271,450000,0.8,600,80,1,1,2
271,,,,,0,1,3
271,500000,0.6,600,80,0,1,1
271,400000,0.4,400,70,1,1,2
271,,,,,0,1,3
271,400000,0.8,600,80,0,1,1
271,450000,0.7,500,70,1,1,2
271,,,,,0,1,3
271,400000,0.6,700,70,0,1,1
271,350000,0.5,600,80,1,1,2
271,,,,,0,1,3
271,350000,0.4,600,70,0,1,1
271,400000,0.5,400,80,1,1,2
271,,,,,0,1,3
271,450000,0.6,700,70,0,1,1
271,400000,0.8,600,90,1,1,2
271,,,,,0,1,3
272,450000,0.6,400,80,1,1,1
272,500000,0.5,500,70,0,1,2
272,,,,,0,1,3
272,350000,0.6,500,80,1,1,1
272,450000,0.8,600,90,0,1,2
272,,,,,0,1,3
272,500000,0.5,400,90,1,1,1
272,450000,0.8,600,80,0,1,2
272,,,,,0,1,3
272,500000,0.6,600,80,1,1,1
272,400000,0.4,400,70,0,1,2
272,,,,,0,1,3
272,400000,0.8,600,80,1,1,1
272,450000,0.7,500,70,0,1,2
272,,,,,0,1,3
272,400000,0.6,700,70,0,1,1
272,350000,0.5,600,80,1,1,2
272,,,,,0,1,3
272,350000,0.4,600,70,0,1,1
272,400000,0.5,400,80,1,1,2
272,,,,,0,1,3
272,450000,0.6,700,70,0,1,1
272,400000,0.8,600,90,1,1,2
272,,,,,0,1,3
273,450000,0.6,400,80,0,1,1
273,500000,0.5,500,70,1,1,2
273,,,,,0,1,3
273,350000,0.6,500,80,0,1,1
273,450000,0.8,600,90,1,1,2
273,,,,,0,1,3
273,500000,0.5,400,90,0,1,1
273,450000,0.8,600,80,1,1,2
273,,,,,0,1,3
273,500000,0.6,600,80,0,1,1
273,400000,0.4,400,70,0,1,2
273,,,,,1,1,3
273,400000,0.8,600,80,0,1,1
273,450000,0.7,500,70,0,1,2
273,,,,,1,1,3
273,400000,0.6,700,70,1,1,1
273,350000,0.5,600,80,0,1,2
273,,,,,0,1,3
273,350000,0.4,600,70,0,1,1
273,400000,0.5,400,80,1,1,2
273,,,,,0,1,3
273,450000,0.6,700,70,0,1,1
273,400000,0.8,600,90,1,1,2
273,,,,,0,1,3
274,500000,0.5,700,80,0,1,1
274,350000,0.7,500,90,1,1,2
274,,,,,0,1,3
274,400000,0.4,500,80,0,1,1
274,350000,0.5,400,90,1,1,2
274,,,,,0,1,3
274,500000,0.7,500,90,0,1,1
274,350000,0.4,700,80,1,1,2
274,,,,,0,1,3
274,500000,0.7,600,80,0,1,1
274,400000,0.8,500,70,1,1,2
274,,,,,0,1,3
274,350000,0.7,400,80,1,1,1
274,450000,0.5,500,90,0,1,2
274,,,,,0,1,3
274,350000,0.5,600,70,1,1,1
274,500000,0.8,700,90,0,1,2
274,,,,,0,1,3
274,400000,0.4,600,90,0,1,1
274,350000,0.5,700,80,1,1,2
274,,,,,0,1,3
274,400000,0.8,700,80,0,1,1
274,450000,0.4,400,70,1,1,2
274,,,,,0,1,3
275,500000,0.5,700,80,1,1,1
275,350000,0.7,500,90,0,1,2
275,,,,,0,1,3
275,400000,0.4,500,80,1,1,1
275,350000,0.5,400,90,0,1,2
275,,,,,0,1,3
275,500000,0.7,500,90,0,1,1
275,350000,0.4,700,80,1,1,2
275,,,,,0,1,3
275,500000,0.7,600,80,1,1,1
275,400000,0.8,500,70,0,1,2
275,,,,,0,1,3
275,350000,0.7,400,80,0,1,1
275,450000,0.5,500,90,1,1,2
275,,,,,0,1,3
275,350000,0.5,600,70,1,1,1
275,500000,0.8,700,90,0,1,2
275,,,,,0,1,3
275,400000,0.4,600,90,1,1,1
275,350000,0.5,700,80,0,1,2
275,,,,,0,1,3
275,400000,0.8,700,80,0,1,1
275,450000,0.4,400,70,1,1,2
275,,,,,0,1,3
276,500000,0.5,700,80,1,1,1
276,350000,0.7,500,90,0,1,2
276,,,,,0,1,3
276,400000,0.4,500,80,1,1,1
276,350000,0.5,400,90,0,1,2
276,,,,,0,1,3
276,500000,0.7,500,90,0,1,1
276,350000,0.4,700,80,1,1,2
276,,,,,0,1,3
276,500000,0.7,600,80,1,1,1
276,400000,0.8,500,70,0,1,2
276,,,,,0,1,3
276,350000,0.7,400,80,0,1,1
276,450000,0.5,500,90,1,1,2
276,,,,,0,1,3
276,350000,0.5,600,70,1,1,1
276,500000,0.8,700,90,0,1,2
276,,,,,0,1,3
276,400000,0.4,600,90,1,1,1
276,350000,0.5,700,80,0,1,2
276,,,,,0,1,3
276,400000,0.8,700,80,0,1,1
276,450000,0.4,400,70,1,1,2
276,,,,,0,1,3
277,500000,0.5,700,80,1,1,1
277,350000,0.7,500,90,0,1,2
277,,,,,0,1,3
277,400000,0.4,500,80,1,1,1
277,350000,0.5,400,90,0,1,2
277,,,,,0,1,3
277,500000,0.7,500,90,0,1,1
277,350000,0.4,700,80,1,1,2
277,,,,,0,1,3
277,500000,0.7,600,80,1,1,1
277,400000,0.8,500,70,0,1,2
277,,,,,0,1,3
277,350000,0.7,400,80,0,1,1
277,450000,0.5,500,90,1,1,2
277,,,,,0,1,3
277,350000,0.5,600,70,1,1,1
277,500000,0.8,700,90,0,1,2
277,,,,,0,1,3
277,400000,0.4,600,90,1,1,1
277,350000,0.5,700,80,0,1,2
277,,,,,0,1,3
277,400000,0.8,700,80,0,1,1
277,450000,0.4,400,70,1,1,2
277,,,,,0,1,3
278,500000,0.5,700,80,1,1,1
278,350000,0.7,500,90,0,1,2
278,,,,,0,1,3
278,400000,0.4,500,80,1,1,1
278,350000,0.5,400,90,0,1,2
278,,,,,0,1,3
278,500000,0.7,500,90,0,1,1
278,350000,0.4,700,80,1,1,2
278,,,,,0,1,3
278,500000,0.7,600,80,1,1,1
278,400000,0.8,500,70,0,1,2
278,,,,,0,1,3
278,350000,0.7,400,80,0,1,1
278,450000,0.5,500,90,1,1,2
278,,,,,0,1,3
278,350000,0.5,600,70,0,1,1
278,500000,0.8,700,90,1,1,2
278,,,,,0,1,3
278,400000,0.4,600,90,1,1,1
278,350000,0.5,700,80,0,1,2
278,,,,,0,1,3
278,400000,0.8,700,80,1,1,1
278,450000,0.4,400,70,0,1,2
278,,,,,0,1,3
279,500000,0.5,700,80,1,1,1
279,350000,0.7,500,90,0,1,2
279,,,,,0,1,3
279,400000,0.4,500,80,0,1,1
279,350000,0.5,400,90,1,1,2
279,,,,,0,1,3
279,500000,0.7,500,90,0,1,1
279,350000,0.4,700,80,1,1,2
279,,,,,0,1,3
279,500000,0.7,600,80,0,1,1
279,400000,0.8,500,70,1,1,2
279,,,,,0,1,3
279,350000,0.7,400,80,0,1,1
279,450000,0.5,500,90,1,1,2
279,,,,,0,1,3
279,350000,0.5,600,70,1,1,1
279,500000,0.8,700,90,0,1,2
279,,,,,0,1,3
279,400000,0.4,600,90,1,1,1
279,350000,0.5,700,80,0,1,2
279,,,,,0,1,3
279,400000,0.8,700,80,0,1,1
279,450000,0.4,400,70,1,1,2
279,,,,,0,1,3
280,500000,0.5,700,80,0,1,1
280,350000,0.7,500,90,1,1,2
280,,,,,0,1,3
280,400000,0.4,500,80,0,1,1
280,350000,0.5,400,90,1,1,2
280,,,,,0,1,3
280,500000,0.7,500,90,0,1,1
280,350000,0.4,700,80,1,1,2
280,,,,,0,1,3
280,500000,0.7,600,80,0,1,1
280,400000,0.8,500,70,1,1,2
280,,,,,0,1,3
280,350000,0.7,400,80,0,1,1
280,450000,0.5,500,90,1,1,2
280,,,,,0,1,3
280,350000,0.5,600,70,0,1,1
280,500000,0.8,700,90,1,1,2
280,,,,,0,1,3
280,400000,0.4,600,90,1,1,1
280,350000,0.5,700,80,0,1,2
280,,,,,0,1,3
280,400000,0.8,700,80,0,1,1
280,450000,0.4,400,70,1,1,2
280,,,,,0,1,3
