id,tag,csn,Choicesituation,Scenario,Block,CS,Choice_,ASCsq,straealt,distanzalt,haufigkeitalt,parkenalt,freizeitalt,bvgalt,Abgeschlossen,LetzteSeite,Datumgestartet,DatumletzteAktivitt,WiealtsindSieinJahren,WielangelebenSiebereitsinB,WasistIhrePostleitzahl,Beruf_Sonst,WasstudierenSie,WasstudierenSieSonstiges,WieweitistdienchsteHaltest,WennjawievielwrdenSieeinm,Geschlecht,Beruf,Transportm,WiehufignutzenSieffentlich,WiekommenSiezurArbeitStud,WievielGeldstehtIhnenmonatli,SindSiegrundstzlichbereitf,WrenSiebereitsichfrdasP,WelcheParteihabenSiebeider,LebenminderjhrigeKinderinIh,WohnenSieinnerhalboderauerh,BesitzenSieeinFahrrad,BesitzenSieeinAuto,_merge
84,0,510,24,3,3,Konzept A,0,1,wie heute,wie heute,wie heute,wie heute,wie heute,25% teurer,2014-07-08 10:46:35,44,2014-07-08 10:40:15,2014-07-08 10:46:35,22.0,3.0,12051.0,,Sonstiges,Sozialwissenschaften,5,200.0,weiblich,Student_in,ÖPNV,täglich,ÖPNV,800 - 1500 ,Ja,Ja,Die Linke,Nein,innerhalb,Ja,Nein,using only (2)
84,0,511,26,1,3,Konzept B,0,0,wie heute,wie heute,deutlich häufiger,bewachter Parkplatz vorhanden,wie heute,25% teurer,2014-07-08 10:46:35,44,2014-07-08 10:40:15,2014-07-08 10:46:35,22.0,3.0,12051.0,,Sonstiges,Sozialwissenschaften,5,200.0,weiblich,Student_in,ÖPNV,täglich,ÖPNV,800 - 1500 ,Ja,Ja,Die Linke,Nein,innerhalb,Ja,Nein,matched (3)
84,0,511,26,2,3,Konzept B,1,0,wie heute,wie heute,wie heute,wie heute,wie heute,25% günstiger,2014-07-08 10:46:35,44,2014-07-08 10:40:15,2014-07-08 10:46:35,22.0,3.0,12051.0,,Sonstiges,Sozialwissenschaften,5,200.0,weiblich,Student_in,ÖPNV,täglich,ÖPNV,800 - 1500 ,Ja,Ja,Die Linke,Nein,innerhalb,Ja,Nein,matched (3)
84,0,511,26,3,3,Konzept B,0,1,wie heute,wie heute,wie heute,wie heute,wie heute,25% teurer,2014-07-08 10:46:35,44,2014-07-08 10:40:15,2014-07-08 10:46:35,22.0,3.0,12051.0,,Sonstiges,Sozialwissenschaften,5,200.0,weiblich,Student_in,ÖPNV,täglich,ÖPNV,800 - 1500 ,Ja,Ja,Die Linke,Nein,innerhalb,Ja,Nein,using only (2)
84,0,512,33,1,3,Konzept B,0,0,wie heute,3 Minuten,deutlich häufiger,wie heute,20% mehr Freizeitflächen,kostenfrei,2014-07-08 10:46:35,44,2014-07-08 10:40:15,2014-07-08 10:46:35,22.0,3.0,12051.0,,Sonstiges,Sozialwissenschaften,5,200.0,weiblich,Student_in,ÖPNV,täglich,ÖPNV,800 - 1500 ,Ja,Ja,Die Linke,Nein,innerhalb,Ja,Nein,matched (3)
84,0,512,33,2,3,Konzept B,1,0,Es gibt überall Fahrradwege neben der Fahrbahn,3 Minuten,häufiger,wie heute,wie heute,75% günstiger,2014-07-08 10:46:35,44,2014-07-08 10:40:15,2014-07-08 10:46:35,22.0,3.0,12051.0,,Sonstiges,Sozialwissenschaften,5,200.0,weiblich,Student_in,ÖPNV,täglich,ÖPNV,800 - 1500 ,Ja,Ja,Die Linke,Nein,innerhalb,Ja,Nein,matched (3)
84,0,512,33,3,3,Konzept B,0,1,wie heute,wie heute,wie heute,wie heute,wie heute,25% teurer,2014-07-08 10:46:35,44,2014-07-08 10:40:15,2014-07-08 10:46:35,22.0,3.0,12051.0,,Sonstiges,Sozialwissenschaften,5,200.0,weiblich,Student_in,ÖPNV,täglich,ÖPNV,800 - 1500 ,Ja,Ja,Die Linke,Nein,innerhalb,Ja,Nein,using only (2)
84,0,513,36,1,3,Konzept B,0,0,Es gibt überall Fahrradwege neben der Fahrbahn,3 Minuten,wie heute,unbewachter Parkplatz vorhanden,wie heute,50% günstiger,2014-07-08 10:46:35,44,2014-07-08 10:40:15,2014-07-08 10:46:35,22.0,3.0,12051.0,,Sonstiges,Sozialwissenschaften,5,200.0,weiblich,Student_in,ÖPNV,täglich,ÖPNV,800 - 1500 ,Ja,Ja,Die Linke,Nein,innerhalb,Ja,Nein,matched (3)
84,0,513,36,2,3,Konzept B,1,0,Es gibt überall Fahrradwege neben der Fahrbahn,wie heute,häufiger,wie heute,40% mehr Freizeitflächen,25% teurer,2014-07-08 10:46:35,44,2014-07-08 10:40:15,2014-07-08 10:46:35,22.0,3.0,12051.0,,Sonstiges,Sozialwissenschaften,5,200.0,weiblich,Student_in,ÖPNV,täglich,ÖPNV,800 - 1500 ,Ja,Ja,Die Linke,Nein,innerhalb,Ja,Nein,matched (3)
84,0,513,36,3,3,Konzept B,0,1,wie heute,wie heute,wie heute,wie heute,wie heute,25% teurer,2014-07-08 10:46:35,44,2014-07-08 10:40:15,2014-07-08 10:46:35,22.0,3.0,12051.0,,Sonstiges,Sozialwissenschaften,5,200.0,weiblich,Student_in,ÖPNV,täglich,ÖPNV,800 - 1500 ,Ja,Ja,Die Linke,Nein,innerhalb,Ja,Nein,using only (2)
85,1,514,2,1,3,Konzept A,1,0,Separates autofreies Straßennetz für Fahrradfahrer,3 Minuten,wie heute,unbewachter Parkplatz vorhanden,40% mehr Freizeitflächen,wie heute,2014-07-08 10:48:30,44,2014-07-08 10:40:52,2014-07-08 10:48:30,30.0,10.0,10965.0,,Sonstiges,integrated natural resource management,10,100.0,männlich,Student_in,Fahrrad,mehrmals im Monat,Fahrrad,800 - 1500 ,Ja,Ja,Die Linke,Nein,innerhalb,Ja,Nein,matched (3)
85,0,514,2,2,3,Konzept A,0,0,Es gibt überall Fahrradwege neben der Fahrbahn,3 Minuten,deutlich häufiger,unbewachter Parkplatz vorhanden,20% mehr Freizeitflächen,wie heute,2014-07-08 10:48:30,44,2014-07-08 10:40:52,2014-07-08 10:48:30,30.0,10.0,10965.0,,Sonstiges,integrated natural resource management,10,100.0,männlich,Student_in,Fahrrad,mehrmals im Monat,Fahrrad,800 - 1500 ,Ja,Ja,Die Linke,Nein,innerhalb,Ja,Nein,matched (3)
85,0,514,2,3,3,Konzept A,0,1,wie heute,wie heute,wie heute,wie heute,wie heute,25% teurer,2014-07-08 10:48:30,44,2014-07-08 10:40:52,2014-07-08 10:48:30,30.0,10.0,10965.0,,Sonstiges,integrated natural resource management,10,100.0,männlich,Student_in,Fahrrad,mehrmals im Monat,Fahrrad,800 - 1500 ,Ja,Ja,Die Linke,Nein,innerhalb,Ja,Nein,using only (2)
85,0,515,9,1,3,Konzept B,0,0,Separates autofreies Straßennetz für Fahrradfahrer,6 Minuten,wie heute,bewachter Parkplatz vorhanden,wie heute,50% günstiger,2014-07-08 10:48:30,44,2014-07-08 10:40:52,2014-07-08 10:48:30,30.0,10.0,10965.0,,Sonstiges,integrated natural resource management,10,100.0,männlich,Student_in,Fahrrad,mehrmals im Monat,Fahrrad,800 - 1500 ,Ja,Ja,Die Linke,Nein,innerhalb,Ja,Nein,matched (3)
85,0,515,9,2,3,Konzept B,1,0,Separates autofreies Straßennetz für Fahrradfahrer,6 Minuten,wie heute,unbewachter Parkplatz vorhanden,20% mehr Freizeitflächen,50% günstiger,2014-07-08 10:48:30,44,2014-07-08 10:40:52,2014-07-08 10:48:30,30.0,10.0,10965.0,,Sonstiges,integrated natural resource management,10,100.0,männlich,Student_in,Fahrrad,mehrmals im Monat,Fahrrad,800 - 1500 ,Ja,Ja,Die Linke,Nein,innerhalb,Ja,Nein,matched (3)
85,0,515,9,3,3,Konzept B,0,1,wie heute,wie heute,wie heute,wie heute,wie heute,25% teurer,2014-07-08 10:48:30,44,2014-07-08 10:40:52,2014-07-08 10:48:30,30.0,10.0,10965.0,,Sonstiges,integrated natural resource management,10,100.0,männlich,Student_in,Fahrrad,mehrmals im Monat,Fahrrad,800 - 1500 ,Ja,Ja,Die Linke,Nein,innerhalb,Ja,Nein,using only (2)
85,0,516,12,1,3,Konzept A,1,0,wie heute,6 Minuten,häufiger,wie heute,40% mehr Freizeitflächen,75% günstiger,2014-07-08 10:48:30,44,2014-07-08 10:40:52,2014-07-08 10:48:30,30.0,10.0,10965.0,,Sonstiges,integrated natural resource management,10,100.0,männlich,Student_in,Fahrrad,mehrmals im Monat,Fahrrad,800 - 1500 ,Ja,Ja,Die Linke,Nein,innerhalb,Ja,Nein,matched (3)
85,0,516,12,2,3,Konzept A,0,0,Separates autofreies Straßennetz für Fahrradfahrer,3 Minuten,wie heute,unbewachter Parkplatz vorhanden,wie heute,25% günstiger,2014-07-08 10:48:30,44,2014-07-08 10:40:52,2014-07-08 10:48:30,30.0,10.0,10965.0,,Sonstiges,integrated natural resource management,10,100.0,männlich,Student_in,Fahrrad,mehrmals im Monat,Fahrrad,800 - 1500 ,Ja,Ja,Die Linke,Nein,innerhalb,Ja,Nein,matched (3)
85,0,516,12,3,3,Konzept A,0,1,wie heute,wie heute,wie heute,wie heute,wie heute,25% teurer,2014-07-08 10:48:30,44,2014-07-08 10:40:52,2014-07-08 10:48:30,30.0,10.0,10965.0,,Sonstiges,integrated natural resource management,10,100.0,männlich,Student_in,Fahrrad,mehrmals im Monat,Fahrrad,800 - 1500 ,Ja,Ja,Die Linke,Nein,innerhalb,Ja,Nein,using only (2)
85,0,517,14,1,3,Konzept A,1,0,Es gibt überall Fahrradwege neben der Fahrbahn,6 Minuten,häufiger,wie heute,20% mehr Freizeitflächen,25% günstiger,2014-07-08 10:48:30,44,2014-07-08 10:40:52,2014-07-08 10:48:30,30.0,10.0,10965.0,,Sonstiges,integrated natural resource management,10,100.0,männlich,Student_in,Fahrrad,mehrmals im Monat,Fahrrad,800 - 1500 ,Ja,Ja,Die Linke,Nein,innerhalb,Ja,Nein,matched (3)
85,0,517,14,2,3,Konzept A,0,0,Separates autofreies Straßennetz für Fahrradfahrer,6 Minuten,häufiger,bewachter Parkplatz vorhanden,40% mehr Freizeitflächen,25% teurer,2014-07-08 10:48:30,44,2014-07-08 10:40:52,2014-07-08 10:48:30,30.0,10.0,10965.0,,Sonstiges,integrated natural resource management,10,100.0,männlich,Student_in,Fahrrad,mehrmals im Monat,Fahrrad,800 - 1500 ,Ja,Ja,Die Linke,Nein,innerhalb,Ja,Nein,matched (3)
85,0,517,14,3,3,Konzept A,0,1,wie heute,wie heute,wie heute,wie heute,wie heute,25% teurer,2014-07-08 10:48:30,44,2014-07-08 10:40:52,2014-07-08 10:48:30,30.0,10.0,10965.0,,Sonstiges,integrated natural resource management,10,100.0,männlich,Student_in,Fahrrad,mehrmals im Monat,Fahrrad,800 - 1500 ,Ja,Ja,Die Linke,Nein,innerhalb,Ja,Nein,using only (2)
85,0,518,21,1,3,Konzept B,0,0,Es gibt überall Fahrradwege neben der Fahrbahn,wie heute,häufiger,unbewachter Parkplatz vorhanden,40% mehr Freizeitflächen,75% günstiger,2014-07-08 10:48:30,44,2014-07-08 10:40:52,2014-07-08 10:48:30,30.0,10.0,10965.0,,Sonstiges,integrated natural resource management,10,100.0,männlich,Student_in,Fahrrad,mehrmals im Monat,Fahrrad,800 - 1500 ,Ja,Ja,Die Linke,Nein,innerhalb,Ja,Nein,matched (3)
85,0,518,21,2,3,Konzept B,1,0,wie heute,wie heute,deutlich häufiger,bewachter Parkplatz vorhanden,40% mehr Freizeitflächen,kostenfrei,2014-07-08 10:48:30,44,2014-07-08 10:40:52,2014-07-08 10:48:30,30.0,10.0,10965.0,,Sonstiges,integrated natural resource management,10,100.0,männlich,Student_in,Fahrrad,mehrmals im Monat,Fahrrad,800 - 1500 ,Ja,Ja,Die Linke,Nein,innerhalb,Ja,Nein,matched (3)
85,0,518,21,3,3,Konzept B,0,1,wie heute,wie heute,wie heute,wie heute,wie heute,25% teurer,2014-07-08 10:48:30,44,2014-07-08 10:40:52,2014-07-08 10:48:30,30.0,10.0,10965.0,,Sonstiges,integrated natural resource management,10,100.0,männlich,Student_in,Fahrrad,mehrmals im Monat,Fahrrad,800 - 1500 ,Ja,Ja,Die Linke,Nein,innerhalb,Ja,Nein,using only (2)
85,0,519,24,1,3,Konzept A,1,0,Separates autofreies Straßennetz für Fahrradfahrer,wie heute,deutlich häufiger,bewachter Parkplatz vorhanden,20% mehr Freizeitflächen,kostenfrei,2014-07-08 10:48:30,44,2014-07-08 10:40:52,2014-07-08 10:48:30,30.0,10.0,10965.0,,Sonstiges,integrated natural resource management,10,100.0,männlich,Student_in,Fahrrad,mehrmals im Monat,Fahrrad,800 - 1500 ,Ja,Ja,Die Linke,Nein,innerhalb,Ja,Nein,matched (3)
85,0,519,24,2,3,Konzept A,0,0,wie heute,6 Minuten,deutlich häufiger,bewachter Parkplatz vorhanden,20% mehr Freizeitflächen,wie heute,2014-07-08 10:48:30,44,2014-07-08 10:40:52,2014-07-08 10:48:30,30.0,10.0,10965.0,,Sonstiges,integrated natural resource management,10,100.0,männlich,Student_in,Fahrrad,mehrmals im Monat,Fahrrad,800 - 1500 ,Ja,Ja,Die Linke,Nein,innerhalb,Ja,Nein,matched (3)
85,0,519,24,3,3,Konzept A,0,1,wie heute,wie heute,wie heute,wie heute,wie heute,25% teurer,2014-07-08 10:48:30,44,2014-07-08 10:40:52,2014-07-08 10:48:30,30.0,10.0,10965.0,,Sonstiges,integrated natural resource management,10,100.0,männlich,Student_in,Fahrrad,mehrmals im Monat,Fahrrad,800 - 1500 ,Ja,Ja,Die Linke,Nein,innerhalb,Ja,Nein,using only (2)
85,0,520,26,1,3,Konzept B,0,0,wie heute,wie heute,deutlich häufiger,bewachter Parkplatz vorhanden,wie heute,25% teurer,2014-07-08 10:48:30,44,2014-07-08 10:40:52,2014-07-08 10:48:30,30.0,10.0,10965.0,,Sonstiges,integrated natural resource management,10,100.0,männlich,Student_in,Fahrrad,mehrmals im Monat,Fahrrad,800 - 1500 ,Ja,Ja,Die Linke,Nein,innerhalb,Ja,Nein,matched (3)
85,0,520,26,2,3,Konzept B,1,0,wie heute,wie heute,wie heute,wie heute,wie heute,25% günstiger,2014-07-08 10:48:30,44,2014-07-08 10:40:52,2014-07-08 10:48:30,30.0,10.0,10965.0,,Sonstiges,integrated natural resource management,10,100.0,männlich,Student_in,Fahrrad,mehrmals im Monat,Fahrrad,800 - 1500 ,Ja,Ja,Die Linke,Nein,innerhalb,Ja,Nein,matched (3)
85,0,520,26,3,3,Konzept B,0,1,wie heute,wie heute,wie heute,wie heute,wie heute,25% teurer,2014-07-08 10:48:30,44,2014-07-08 10:40:52,2014-07-08 10:48:30,30.0,10.0,10965.0,,Sonstiges,integrated natural resource management,10,100.0,männlich,Student_in,Fahrrad,mehrmals im Monat,Fahrrad,800 - 1500 ,Ja,Ja,Die Linke,Nein,innerhalb,Ja,Nein,using only (2)
85,0,521,33,1,3,Konzept A,1,0,wie heute,3 Minuten,deutlich häufiger,wie heute,20% mehr Freizeitflächen,kostenfrei,2014-07-08 10:48:30,44,2014-07-08 10:40:52,2014-07-08 10:48:30,30.0,10.0,10965.0,,Sonstiges,integrated natural resource management,10,100.0,männlich,Student_in,Fahrrad,mehrmals im Monat,Fahrrad,800 - 1500 ,Ja,Ja,Die Linke,Nein,innerhalb,Ja,Nein,matched (3)
85,0,521,33,2,3,Konzept A,0,0,Es gibt überall Fahrradwege neben der Fahrbahn,3 Minuten,häufiger,wie heute,wie heute,75% günstiger,2014-07-08 10:48:30,44,2014-07-08 10:40:52,2014-07-08 10:48:30,30.0,10.0,10965.0,,Sonstiges,integrated natural resource management,10,100.0,männlich,Student_in,Fahrrad,mehrmals im Monat,Fahrrad,800 - 1500 ,Ja,Ja,Die Linke,Nein,innerhalb,Ja,Nein,matched (3)
85,0,521,33,3,3,Konzept A,0,1,wie heute,wie heute,wie heute,wie heute,wie heute,25% teurer,2014-07-08 10:48:30,44,2014-07-08 10:40:52,2014-07-08 10:48:30,30.0,10.0,10965.0,,Sonstiges,integrated natural resource management,10,100.0,männlich,Student_in,Fahrrad,mehrmals im Monat,Fahrrad,800 - 1500 ,Ja,Ja,Die Linke,Nein,innerhalb,Ja,Nein,using only (2)
85,0,522,36,1,3,Konzept A,1,0,Es gibt überall Fahrradwege neben der Fahrbahn,3 Minuten,wie heute,unbewachter Parkplatz vorhanden,wie heute,50% günstiger,2014-07-08 10:48:30,44,2014-07-08 10:40:52,2014-07-08 10:48:30,30.0,10.0,10965.0,,Sonstiges,integrated natural resource management,10,100.0,männlich,Student_in,Fahrrad,mehrmals im Monat,Fahrrad,800 - 1500 ,Ja,Ja,Die Linke,Nein,innerhalb,Ja,Nein,matched (3)
85,0,522,36,2,3,Konzept A,0,0,Es gibt überall Fahrradwege neben der Fahrbahn,wie heute,häufiger,wie heute,40% mehr Freizeitflächen,25% teurer,2014-07-08 10:48:30,44,2014-07-08 10:40:52,2014-07-08 10:48:30,30.0,10.0,10965.0,,Sonstiges,integrated natural resource management,10,100.0,männlich,Student_in,Fahrrad,mehrmals im Monat,Fahrrad,800 - 1500 ,Ja,Ja,Die Linke,Nein,innerhalb,Ja,Nein,matched (3)
85,0,522,36,3,3,Konzept A,0,1,wie heute,wie heute,wie heute,wie heute,wie heute,25% teurer,2014-07-08 10:48:30,44,2014-07-08 10:40:52,2014-07-08 10:48:30,30.0,10.0,10965.0,,Sonstiges,integrated natural resource management,10,100.0,männlich,Student_in,Fahrrad,mehrmals im Monat,Fahrrad,800 - 1500 ,Ja,Ja,Die Linke,Nein,innerhalb,Ja,Nein,using only (2)
88,1,523,5,1,4,Konzept A,1,0,Es gibt überall Fahrradwege neben der Fahrbahn,3 Minuten,wie heute,wie heute,wie heute,wie heute,2014-07-08 10:54:08,44,2014-07-08 10:43:00,2014-07-08 10:54:08,20.0,20.0,12559.0,,Sonstiges,Chemie,3,,männlich,Student_in,ÖPNV,mehrmals in der Woche,Fahrrad,unter 800 ,Nein,Ja,SPD,Ja,außerhalb,Ja,Ja,matched (3)
88,0,523,5,2,4,Konzept A,0,0,wie heute,6 Minuten,wie heute,bewachter Parkplatz vorhanden,wie heute,wie heute,2014-07-08 10:54:08,44,2014-07-08 10:43:00,2014-07-08 10:54:08,20.0,20.0,12559.0,,Sonstiges,Chemie,3,,männlich,Student_in,ÖPNV,mehrmals in der Woche,Fahrrad,unter 800 ,Nein,Ja,SPD,Ja,außerhalb,Ja,Ja,matched (3)
88,0,523,5,3,4,Konzept A,0,1,wie heute,wie heute,wie heute,wie heute,wie heute,25% teurer,2014-07-08 10:54:08,44,2014-07-08 10:43:00,2014-07-08 10:54:08,20.0,20.0,12559.0,,Sonstiges,Chemie,3,,männlich,Student_in,ÖPNV,mehrmals in der Woche,Fahrrad,unter 800 ,Nein,Ja,SPD,Ja,außerhalb,Ja,Ja,using only (2)
88,0,524,10,1,4,Konzept A,1,0,wie heute,wie heute,wie heute,wie heute,40% mehr Freizeitflächen,50% günstiger,2014-07-08 10:54:08,44,2014-07-08 10:43:00,2014-07-08 10:54:08,20.0,20.0,12559.0,,Sonstiges,Chemie,3,,männlich,Student_in,ÖPNV,mehrmals in der Woche,Fahrrad,unter 800 ,Nein,Ja,SPD,Ja,außerhalb,Ja,Ja,matched (3)
88,0,524,10,2,4,Konzept A,0,0,Es gibt überall Fahrradwege neben der Fahrbahn,6 Minuten,häufiger,bewachter Parkplatz vorhanden,20% mehr Freizeitflächen,kostenfrei,2014-07-08 10:54:08,44,2014-07-08 10:43:00,2014-07-08 10:54:08,20.0,20.0,12559.0,,Sonstiges,Chemie,3,,männlich,Student_in,ÖPNV,mehrmals in der Woche,Fahrrad,unter 800 ,Nein,Ja,SPD,Ja,außerhalb,Ja,Ja,matched (3)
88,0,524,10,3,4,Konzept A,0,1,wie heute,wie heute,wie heute,wie heute,wie heute,25% teurer,2014-07-08 10:54:08,44,2014-07-08 10:43:00,2014-07-08 10:54:08,20.0,20.0,12559.0,,Sonstiges,Chemie,3,,männlich,Student_in,ÖPNV,mehrmals in der Woche,Fahrrad,unter 800 ,Nein,Ja,SPD,Ja,außerhalb,Ja,Ja,using only (2)
88,0,525,11,1,4,Konzept B,0,0,Separates autofreies Straßennetz für Fahrradfahrer,wie heute,häufiger,bewachter Parkplatz vorhanden,wie heute,wie heute,2014-07-08 10:54:08,44,2014-07-08 10:43:00,2014-07-08 10:54:08,20.0,20.0,12559.0,,Sonstiges,Chemie,3,,männlich,Student_in,ÖPNV,mehrmals in der Woche,Fahrrad,unter 800 ,Nein,Ja,SPD,Ja,außerhalb,Ja,Ja,matched (3)
88,0,525,11,2,4,Konzept B,1,0,Es gibt überall Fahrradwege neben der Fahrbahn,3 Minuten,häufiger,bewachter Parkplatz vorhanden,wie heute,50% günstiger,2014-07-08 10:54:08,44,2014-07-08 10:43:00,2014-07-08 10:54:08,20.0,20.0,12559.0,,Sonstiges,Chemie,3,,männlich,Student_in,ÖPNV,mehrmals in der Woche,Fahrrad,unter 800 ,Nein,Ja,SPD,Ja,außerhalb,Ja,Ja,matched (3)
88,0,525,11,3,4,Konzept B,0,1,wie heute,wie heute,wie heute,wie heute,wie heute,25% teurer,2014-07-08 10:54:08,44,2014-07-08 10:43:00,2014-07-08 10:54:08,20.0,20.0,12559.0,,Sonstiges,Chemie,3,,männlich,Student_in,ÖPNV,mehrmals in der Woche,Fahrrad,unter 800 ,Nein,Ja,SPD,Ja,außerhalb,Ja,Ja,using only (2)
88,0,526,17,1,4,Konzept A,1,0,wie heute,6 Minuten,häufiger,bewachter Parkplatz vorhanden,40% mehr Freizeitflächen,25% günstiger,2014-07-08 10:54:08,44,2014-07-08 10:43:00,2014-07-08 10:54:08,20.0,20.0,12559.0,,Sonstiges,Chemie,3,,männlich,Student_in,ÖPNV,mehrmals in der Woche,Fahrrad,unter 800 ,Nein,Ja,SPD,Ja,außerhalb,Ja,Ja,matched (3)
88,0,526,17,2,4,Konzept A,0,0,Es gibt überall Fahrradwege neben der Fahrbahn,wie heute,deutlich häufiger,wie heute,20% mehr Freizeitflächen,25% teurer,2014-07-08 10:54:08,44,2014-07-08 10:43:00,2014-07-08 10:54:08,20.0,20.0,12559.0,,Sonstiges,Chemie,3,,männlich,Student_in,ÖPNV,mehrmals in der Woche,Fahrrad,unter 800 ,Nein,Ja,SPD,Ja,außerhalb,Ja,Ja,matched (3)
88,0,526,17,3,4,Konzept A,0,1,wie heute,wie heute,wie heute,wie heute,wie heute,25% teurer,2014-07-08 10:54:08,44,2014-07-08 10:43:00,2014-07-08 10:54:08,20.0,20.0,12559.0,,Sonstiges,Chemie,3,,männlich,Student_in,ÖPNV,mehrmals in der Woche,Fahrrad,unter 800 ,Nein,Ja,SPD,Ja,außerhalb,Ja,Ja,using only (2)
88,0,527,22,1,4,Keine autofreie Stadt,0,0,Separates autofreies Straßennetz für Fahrradfahrer,3 Minuten,häufiger,bewachter Parkplatz vorhanden,20% mehr Freizeitflächen,75% günstiger,2014-07-08 10:54:08,44,2014-07-08 10:43:00,2014-07-08 10:54:08,20.0,20.0,12559.0,,Sonstiges,Chemie,3,,männlich,Student_in,ÖPNV,mehrmals in der Woche,Fahrrad,unter 800 ,Nein,Ja,SPD,Ja,außerhalb,Ja,Ja,matched (3)
88,0,527,22,2,4,Keine autofreie Stadt,0,0,Separates autofreies Straßennetz für Fahrradfahrer,wie heute,wie heute,wie heute,40% mehr Freizeitflächen,75% günstiger,2014-07-08 10:54:08,44,2014-07-08 10:43:00,2014-07-08 10:54:08,20.0,20.0,12559.0,,Sonstiges,Chemie,3,,männlich,Student_in,ÖPNV,mehrmals in der Woche,Fahrrad,unter 800 ,Nein,Ja,SPD,Ja,außerhalb,Ja,Ja,matched (3)
88,0,527,22,3,4,Keine autofreie Stadt,1,1,wie heute,wie heute,wie heute,wie heute,wie heute,25% teurer,2014-07-08 10:54:08,44,2014-07-08 10:43:00,2014-07-08 10:54:08,20.0,20.0,12559.0,,Sonstiges,Chemie,3,,männlich,Student_in,ÖPNV,mehrmals in der Woche,Fahrrad,unter 800 ,Nein,Ja,SPD,Ja,außerhalb,Ja,Ja,using only (2)
88,0,528,23,1,4,wie heute,0,0,Es gibt überall Fahrradwege neben der Fahrbahn,3 Minuten,deutlich häufiger,unbewachter Parkplatz vorhanden,40% mehr Freizeitflächen,25% günstiger,2014-07-08 10:54:08,44,2014-07-08 10:43:00,2014-07-08 10:54:08,20.0,20.0,12559.0,,Sonstiges,Chemie,3,,männlich,Student_in,ÖPNV,mehrmals in der Woche,Fahrrad,unter 800 ,Nein,Ja,SPD,Ja,außerhalb,Ja,Ja,matched (3)
88,0,528,23,2,4,wie heute,0,0,Separates autofreies Straßennetz für Fahrradfahrer,6 Minuten,wie heute,wie heute,20% mehr Freizeitflächen,kostenfrei,2014-07-08 10:54:08,44,2014-07-08 10:43:00,2014-07-08 10:54:08,20.0,20.0,12559.0,,Sonstiges,Chemie,3,,männlich,Student_in,ÖPNV,mehrmals in der Woche,Fahrrad,unter 800 ,Nein,Ja,SPD,Ja,außerhalb,Ja,Ja,matched (3)
88,0,528,23,3,4,wie heute,1,1,wie heute,wie heute,wie heute,wie heute,wie heute,25% teurer,2014-07-08 10:54:08,44,2014-07-08 10:43:00,2014-07-08 10:54:08,20.0,20.0,12559.0,,Sonstiges,Chemie,3,,männlich,Student_in,ÖPNV,mehrmals in der Woche,Fahrrad,unter 800 ,Nein,Ja,SPD,Ja,außerhalb,Ja,Ja,using only (2)
88,0,529,29,1,4,Keine autofreie Stadt,0,0,Separates autofreies Straßennetz für Fahrradfahrer,wie heute,deutlich häufiger,unbewachter Parkplatz vorhanden,20% mehr Freizeitflächen,25% teurer,2014-07-08 10:54:08,44,2014-07-08 10:43:00,2014-07-08 10:54:08,20.0,20.0,12559.0,,Sonstiges,Chemie,3,,männlich,Student_in,ÖPNV,mehrmals in der Woche,Fahrrad,unter 800 ,Nein,Ja,SPD,Ja,außerhalb,Ja,Ja,matched (3)
88,0,529,29,2,4,Keine autofreie Stadt,0,0,Separates autofreies Straßennetz für Fahrradfahrer,3 Minuten,häufiger,unbewachter Parkplatz vorhanden,40% mehr Freizeitflächen,25% günstiger,2014-07-08 10:54:08,44,2014-07-08 10:43:00,2014-07-08 10:54:08,20.0,20.0,12559.0,,Sonstiges,Chemie,3,,männlich,Student_in,ÖPNV,mehrmals in der Woche,Fahrrad,unter 800 ,Nein,Ja,SPD,Ja,außerhalb,Ja,Ja,matched (3)
88,0,529,29,3,4,Keine autofreie Stadt,1,1,wie heute,wie heute,wie heute,wie heute,wie heute,25% teurer,2014-07-08 10:54:08,44,2014-07-08 10:43:00,2014-07-08 10:54:08,20.0,20.0,12559.0,,Sonstiges,Chemie,3,,männlich,Student_in,ÖPNV,mehrmals in der Woche,Fahrrad,unter 800 ,Nein,Ja,SPD,Ja,außerhalb,Ja,Ja,using only (2)
88,0,530,34,1,4,Konzept B,0,0,Es gibt überall Fahrradwege neben der Fahrbahn,6 Minuten,deutlich häufiger,unbewachter Parkplatz vorhanden,wie heute,kostenfrei,2014-07-08 10:54:08,44,2014-07-08 10:43:00,2014-07-08 10:54:08,20.0,20.0,12559.0,,Sonstiges,Chemie,3,,männlich,Student_in,ÖPNV,mehrmals in der Woche,Fahrrad,unter 800 ,Nein,Ja,SPD,Ja,außerhalb,Ja,Ja,matched (3)
88,0,530,34,2,4,Konzept B,1,0,wie heute,3 Minuten,deutlich häufiger,unbewachter Parkplatz vorhanden,wie heute,50% günstiger,2014-07-08 10:54:08,44,2014-07-08 10:43:00,2014-07-08 10:54:08,20.0,20.0,12559.0,,Sonstiges,Chemie,3,,männlich,Student_in,ÖPNV,mehrmals in der Woche,Fahrrad,unter 800 ,Nein,Ja,SPD,Ja,außerhalb,Ja,Ja,matched (3)
