RID,DESIGN_ROW,SCENARIO,SEQ,pref1,a1_x1,a1_x2,a1_x3,a1_x4,a2_x1,a2_x2,a2_x3,a2_x4,a3_x1,a3_x2,a3_x3,a3_x4
119601,1,5,5,2,1,1,1,1,2,2,2,2,1,1,1,1
119601,6,3,3,2,2,1,3,2,3,2,1,3,1,1,1,1
119601,16,2,2,2,2,3,3,6,3,1,1,1,1,1,1,1
119601,17,1,1,2,3,1,1,6,1,2,2,1,1,1,1,1
119601,2,4,4,1,2,2,2,1,3,3,3,2,1,1,1,1
119601,4,7,7,1,3,2,1,2,1,3,2,3,1,1,1,1
120190,1,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1
120190,7,4,4,2,1,2,3,3,2,3,1,4,1,1,1,1
120190,2,5,5,2,2,2,2,1,3,3,3,2,1,1,1,1
120190,6,6,6,2,2,1,3,2,3,2,1,3,1,1,1,1
120190,9,1,1,2,3,1,2,3,1,2,3,4,1,1,1,1
120190,18,8,8,2,1,2,2,6,2,3,3,1,1,1,1,1
120190,14,3,3,3,1,1,3,5,2,2,1,6,1,1,1,1
120190,17,9,9,2,3,1,1,6,1,2,2,1,1,1,1,1
120190,15,7,7,3,2,2,1,5,3,3,2,6,1,1,1,1
120188,16,5,5,2,2,3,3,6,3,1,1,1,1,1,1,1
120188,11,1,1,1,3,2,3,4,1,3,1,5,1,1,1,1
120188,13,6,6,1,3,3,2,5,1,1,3,6,1,1,1,1
120188,8,9,9,1,2,3,1,3,3,1,2,4,1,1,1,1
120188,5,3,3,2,1,3,2,2,2,1,3,3,1,1,1,1
120188,12,8,8,1,1,3,1,4,2,1,2,5,1,1,1,1
120188,4,7,7,1,3,2,1,2,1,3,2,3,1,1,1,1
120188,3,2,2,1,3,3,3,1,1,1,1,2,1,1,1,1
120188,10,4,4,1,2,1,2,4,3,2,3,5,1,1,1,1
120205,15,4,4,3,2,2,1,5,3,3,2,6,1,1,1,1
120205,4,2,2,3,3,2,1,2,1,3,2,3,1,1,1,1
120205,14,8,8,3,1,1,3,5,2,2,1,6,1,1,1,1
120205,10,9,9,3,2,1,2,4,3,2,3,5,1,1,1,1
120205,18,3,3,2,1,2,2,6,2,3,3,1,1,1,1,1
120205,16,7,7,3,2,3,3,6,3,1,1,1,1,1,1,1
120205,17,5,5,3,3,1,1,6,1,2,2,1,1,1,1,1
120205,13,1,1,3,3,3,2,5,1,1,3,6,1,1,1,1
120205,8,6,6,3,2,3,1,3,3,1,2,4,1,1,1,1
